,Rankings,College Name,Area Type,Region,Ownership,Student-to-Faculty Ratio,Enrolled Full Time Total,Average GPA,Average SATVR,Average SATMT
508,700.0,Claflin University,Town: Distant,Southeast,Private not-for-profit religious,14.0,572.0,3.3,480.0,465.0
509,700.0,Coker College,Town: Distant,Southeast,Private not-for-profit independent,12.0,293.0,,530.0,525.0
510,700.0,William Jessup University,Rural: Fringe,Far West,Private not-for-profit religious,12.0,210.0,3.3,546.5,520.0
511,700.0,Heidelberg University,Town: Distant,Great Lakes,Private not-for-profit religious,13.0,329.0,3.5,545.0,535.0
512,700.0,Malone University,City: Small,Great Lakes,Private not-for-profit religious,11.0,309.0,3.3,540.0,525.0
513,700.0,Milligan College,Suburb: Midsize,Southeast,Private not-for-profit religious,9.0,155.0,3.8,595.0,595.0
514,700.0,San Francisco State University,City: Large,Far West,Public,23.0,4066.0,3.3,535.0,520.0
515,700.0,Winthrop University,City: Small,Southeast,Public,14.0,990.0,4.0,545.0,510.0
516,700.0,Johnson & Wales University-Providence,City: Midsize,New England,Private not-for-profit independent,18.0,1474.0,,,
517,700.0,University Of Pittsburgh-Johnstown,Suburb: Small,Mid East,Public,17.0,662.0,3.5,555.0,555.0
518,700.0,Alvernia University,City: Small,Mid East,Private not-for-profit religious,12.0,434.0,3.3,525.0,515.0
519,700.0,Bloomsburg University Of Pennsylvania,City: Small,Mid East,Public,19.0,1841.0,3.3,540.0,530.0
520,700.0,California Baptist University,City: Large,Far West,Private not-for-profit religious,14.0,1570.0,3.6,560.0,535.0
521,700.0,Cabrini University,Suburb: Large,Mid East,Private not-for-profit religious,13.0,442.0,3.1,,
522,700.0,Carlow University,City: Large,Mid East,Private not-for-profit religious,12.0,247.0,3.5,555.0,535.0
523,700.0,Biola University,Suburb: Large,Far West,Private not-for-profit religious,14.0,857.0,3.3,590.0,570.0
524,700.0,University Of Pittsburgh-Greensburg,Suburb: Large,Mid East,Public,18.0,398.0,3.4,555.0,545.0
525,700.0,Mount Marty College,Town: Remote,Plains,Private not-for-profit religious,13.0,136.0,3.4,475.0,455.0
526,700.0,Ouachita Baptist University,Town: Distant,Southeast,Private not-for-profit religious,12.0,443.0,3.7,575.0,570.0
527,700.0,Northern Arizona University,City: Small,Southwest,Public,19.0,5047.0,3.6,,
528,700.0,University Of South Carolina-Upstate,Suburb: Midsize,Southeast,Public,16.0,1008.0,2.7,520.0,495.0
529,700.0,University Of Arkansas At Little Rock,City: Midsize,Southeast,Public,12.0,535.0,3.2,540.0,530.0
530,700.0,University Of Wisconsin-Milwaukee,City: Large,Great Lakes,Public,18.0,3785.0,3.1,,
531,700.0,Immaculata University,Suburb: Large,Mid East,Private not-for-profit religious,9.0,183.0,3.3,572.5,545.0
532,700.0,Mount Aloysius College,Town: Fringe,Mid East,Private not-for-profit religious,11.0,246.0,3.4,520.0,510.0
533,700.0,Lancaster Bible College,Suburb: Large,Mid East,Private not-for-profit independent,14.0,175.0,3.1,560.0,540.0
534,700.0,University Of Wisconsin-Stevens Point,Town: Distant,Great Lakes,Public,20.0,1717.0,3.3,,
535,700.0,South Carolina State University,Town: Distant,Southeast,Public,16.0,475.0,2.9,475.0,460.0
536,700.0,Point Park University,City: Large,Mid East,Private not-for-profit independent,12.0,603.0,3.4,560.0,525.0
537,700.0,Portland State University,City: Large,Far West,Public,21.0,1770.0,3.5,570.0,550.0
538,700.0,Ohio Dominican University,City: Large,Great Lakes,Private not-for-profit religious,14.0,259.0,3.3,505.0,505.0
539,700.0,Johnson & Wales University-Charlotte,City: Large,Southeast,Private not-for-profit independent,19.0,486.0,3.2,,
540,700.0,Johnson & Wales University-Denver,City: Large,Rocky Mountains,Private not-for-profit independent,13.0,295.0,,,
541,700.0,Walsh University,Suburb: Large,Great Lakes,Private not-for-profit religious,13.0,453.0,3.5,550.0,540.0
542,700.0,York College Of Pennsylvania,Suburb: Midsize,Mid East,Private not-for-profit independent,14.0,975.0,3.5,560.0,565.0
543,700.0,Notre Dame De Namur University,Suburb: Large,Far West,Private not-for-profit religious,11.0,179.0,,485.0,480.0
544,700.0,La Sierra University,City: Large,Far West,Private not-for-profit religious,12.0,322.0,3.3,515.0,495.0
545,700.0,University Of Central Oklahoma,Suburb: Large,Southwest,Public,18.0,2002.0,3.4,,
546,700.0,Northeastern State University,Town: Remote,Southwest,Public,19.0,837.0,3.5,495.0,525.5
547,700.0,Oklahoma Baptist University,Town: Distant,Southwest,Private not-for-profit religious,15.0,527.0,3.6,560.0,535.0
548,700.0,University Of Mobile,Rural: Fringe,Southeast,Private not-for-profit religious,13.0,241.0,3.6,495.0,493.5
549,700.0,Oral Roberts University,City: Large,Southwest,Private not-for-profit religious,16.0,520.0,3.6,567.5,552.5
550,700.0,Johnson & Wales University-North Miami,Suburb: Large,Southeast,Private not-for-profit independent,20.0,292.0,,,
551,700.0,University Of La Verne,Suburb: Large,Far West,Private not-for-profit independent,14.0,670.0,3.5,555.0,557.5
552,700.0,Humboldt State University,Town: Remote,Far West,Public,21.0,1038.0,3.3,545.0,525.0
553,700.0,University Of South Alabama,City: Midsize,Southeast,Public,18.0,1892.0,3.7,580.0,560.0
554,700.0,Seton Hill University,Suburb: Large,Mid East,Private not-for-profit religious,14.0,384.0,3.7,,
555,700.0,University Of South Dakota,Town: Distant,Plains,Public,16.0,1300.0,3.4,570.0,575.0
556,700.0,Wingate University,Suburb: Large,Southeast,Private not-for-profit independent,16.0,933.0,3.4,540.0,535.0
557,700.0,Palm Beach Atlantic University,City: Midsize,Southeast,Private not-for-profit religious,12.0,521.0,3.4,570.0,540.0
558,700.0,University Of Missouri-St Louis,Suburb: Large,Plains,Public,19.0,465.0,3.5,560.0,565.0
559,700.0,Christopher Newport University,City: Midsize,Southeast,Public,14.0,1228.0,3.8,610.0,585.0
560,700.0,Bridgewater College,Suburb: Small,Southeast,Private not-for-profit religious,14.0,590.0,3.4,545.0,530.0
561,700.0,Grand Valley State University,Suburb: Large,Great Lakes,Public,16.0,4287.0,3.6,580.0,565.0
562,700.0,Benedictine University,Suburb: Large,Great Lakes,Private not-for-profit religious,15.0,453.0,3.4,544.0,540.0
563,700.0,Madonna University,City: Small,Great Lakes,Private not-for-profit religious,12.0,215.0,3.3,540.0,525.0
564,700.0,University Of South Carolina-Aiken,Suburb: Large,Southeast,Public,14.0,542.0,3.9,530.0,515.0
565,700.0,Spring Arbor University,Suburb: Small,Great Lakes,Private not-for-profit religious,11.0,192.0,3.6,570.0,557.5
566,700.0,Northwest Nazarene University,Suburb: Midsize,Rocky Mountains,Private not-for-profit religious,16.0,277.0,3.6,580.0,555.0
567,700.0,Chaminade University Of Honolulu,City: Large,Far West,Private not-for-profit religious,11.0,287.0,3.4,530.0,520.0
568,700.0,Texas State University,Suburb: Small,Southwest,Public,22.0,5966.0,3.4,555.0,540.0
569,700.0,Belhaven University,City: Midsize,Southeast,Private not-for-profit religious,10.0,204.0,3.4,,
570,700.0,Jackson State University,City: Midsize,Southeast,Public,15.0,825.0,3.1,505.0,454.0
571,700.0,Mississippi College,Suburb: Large,Southeast,Private not-for-profit religious,15.0,514.0,3.4,566.5,566.5
572,700.0,Judson University,City: Midsize,Great Lakes,Private not-for-profit religious,8.0,153.0,3.4,530.0,535.0
573,700.0,University Of Southern Mississippi,City: Small,Southeast,Public,17.0,2024.0,3.3,,
574,700.0,Schreiner University,Town: Remote,Southwest,Private not-for-profit religious,13.0,359.0,3.6,525.0,520.0
575,700.0,Sam Houston State University,Town: Distant,Southwest,Public,21.0,2827.0,3.3,540.0,530.0
576,700.0,Evangel University,City: Midsize,Plains,Private not-for-profit religious,15.0,372.0,,,
577,700.0,Savannah College Of Art And Design,City: Midsize,Southeast,Private not-for-profit independent,21.0,2596.0,3.6,580.0,550.0
578,700.0,University Of Wisconsin-Stout,Town: Distant,Great Lakes,Public,19.0,1378.0,3.2,,
579,700.0,Midwestern State University,City: Midsize,Southwest,Public,17.0,890.0,3.4,530.0,490.0
580,700.0,University Of Mary Hardin-Baylor,Suburb: Small,Southwest,Private not-for-profit religious,18.0,872.0,3.6,565.0,550.0
581,700.0,University Of The Incarnate Word,City: Large,Southwest,Private not-for-profit religious,11.0,816.0,3.5,530.0,515.0
582,700.0,Life University,City: Small,Southeast,Private not-for-profit independent,15.0,174.0,2.9,490.0,475.0
583,700.0,Webster University,Suburb: Large,Plains,Private not-for-profit independent,12.0,483.0,3.5,574.0,551.5
584,700.0,Howard Payne University,Town: Remote,Southwest,Private not-for-profit religious,9.0,248.0,3.3,520.0,505.0
585,700.0,Montana State University,Town: Remote,Rocky Mountains,Public,19.0,2805.0,3.4,605.0,600.0
586,700.0,Rocky Mountain College,City: Midsize,Rocky Mountains,Private not-for-profit religious,11.0,252.0,3.4,540.0,542.5
587,700.0,William Carey University,City: Small,Southeast,Private not-for-profit religious,14.0,163.0,,515.0,525.0
588,700.0,Midland University,Town: Distant,Plains,Private not-for-profit religious,16.0,330.0,3.3,507.5,505.0
589,700.0,Mckendree University,Suburb: Large,Great Lakes,Private not-for-profit religious,14.0,362.0,3.5,555.0,560.0
590,700.0,North Park University,City: Large,Great Lakes,Private not-for-profit religious,10.0,421.0,3.1,533.5,525.0
591,700.0,Graceland University-Lamoni,Rural: Remote,Plains,Private not-for-profit religious,14.0,267.0,3.3,510.0,520.0
592,700.0,Benedictine College,Town: Distant,Plains,Private not-for-profit religious,13.0,570.0,3.5,590.0,575.0
593,700.0,University Of Dubuque,City: Small,Plains,Private not-for-profit religious,13.0,522.0,2.9,495.0,480.0
594,700.0,Midamerica Nazarene University,Suburb: Large,Plains,Private not-for-profit religious,9.0,164.0,3.3,500.0,525.0
595,700.0,Eastern Washington University,Town: Fringe,Far West,Public,21.0,1728.0,3.2,495.0,480.0
596,700.0,Murray State University,Town: Remote,Southeast,Public,15.0,1318.0,3.6,565.5,555.0
597,700.0,Central Washington University,Town: Distant,Far West,Public,19.0,2148.0,3.1,525.0,535.0
598,700.0,Spalding University,City: Large,Southeast,Private not-for-profit religious,11.0,180.0,3.9,,545.0
599,700.0,Thomas More College,Suburb: Large,Southeast,Private not-for-profit religious,16.0,484.0,3.4,520.0,520.0
600,700.0,Virginia State University,Suburb: Large,Southeast,Public,13.0,928.0,2.9,470.0,455.0
601,700.0,Radford University,City: Small,Southeast,Public,16.0,1759.0,3.3,,
602,700.0,Old Dominion University,City: Midsize,Southeast,Public,17.0,3150.0,3.3,555.0,540.0
603,700.0,University Of Maryland Eastern Shore,Town: Fringe,Mid East,Public,12.0,501.0,2.9,485.0,475.0
604,700.0,North Central College,City: Midsize,Great Lakes,Private not-for-profit religious,14.0,550.0,3.7,516.5,510.0
605,700.0,Morgan State University,City: Large,Mid East,Public,13.0,1326.0,3.0,490.0,510.0
606,700.0,Ball State University,City: Small,Great Lakes,Public,16.0,3675.0,3.5,,
607,700.0,Bay Path University,Suburb: Large,New England,Private not-for-profit independent,12.0,133.0,3.4,,
608,700.0,University Of St Francis,Suburb: Large,Great Lakes,Private not-for-profit religious,13.0,214.0,3.5,560.0,550.0
609,700.0,University Of Mary Washington,Suburb: Midsize,Southeast,Public,14.0,934.0,3.6,594.5,565.0
610,700.0,Curry College,Suburb: Large,New England,Private not-for-profit independent,12.0,581.0,3.0,515.0,510.0
611,700.0,Eastern Nazarene College,Suburb: Large,New England,Private not-for-profit religious,10.0,140.0,,535.0,520.0
612,700.0,Emmanuel College,Town: Distant,Southeast,Private not-for-profit religious,13.0,246.0,3.4,530.0,510.0
613,700.0,Emmanuel College,City: Large,New England,Private not-for-profit religious,13.0,596.0,3.4,605.0,585.0
614,700.0,Endicott College,Suburb: Large,New England,Private not-for-profit independent,14.0,761.0,,,
615,700.0,Rockford University,City: Midsize,Great Lakes,Private not-for-profit independent,10.0,161.0,3.3,550.0,540.0
616,700.0,Lasell College,City: Small,New England,Private not-for-profit independent,13.0,380.0,,540.0,535.0
617,700.0,Lesley University,City: Midsize,New England,Private not-for-profit independent,10.0,374.0,3.2,570.0,545.5
618,700.0,Northeastern Illinois University,City: Large,Great Lakes,Public,14.0,425.0,2.8,,435.0
619,700.0,Massachusetts College Of Liberal Arts,Town: Fringe,New England,Public,11.0,257.0,3.2,565.0,545.0
620,700.0,Salisbury University,Suburb: Small,Mid East,Public,15.0,1285.0,3.7,,
621,700.0,Colby-Sawyer College,Rural: Distant,New England,Private not-for-profit independent,12.0,235.0,3.3,,
622,700.0,Newberry College,Town: Distant,Southeast,Private not-for-profit religious,13.0,353.0,3.5,515.0,505.0
623,700.0,University Of Mount Olive,Town: Fringe,Southeast,Private not-for-profit religious,12.0,253.0,2.9,510.5,506.5
624,700.0,University Of North Florida,City: Large,Southeast,Public,19.0,2333.0,3.9,610.0,590.0
625,700.0,Central Connecticut State University,Suburb: Large,New England,Public,16.0,1447.0,3.1,545.0,530.0
626,700.0,Methodist University,City: Midsize,Southeast,Private not-for-profit religious,9.0,370.0,3.3,530.0,525.0
627,700.0,Lenoir-Rhyne University,City: Small,Southeast,Private not-for-profit religious,13.0,500.0,3.3,535.0,535.0
628,700.0,High Point University,City: Midsize,Southeast,Private not-for-profit religious,14.0,1423.0,3.3,590.0,580.0
629,700.0,Cuny John Jay College Of Criminal Justice,City: Large,Mid East,Public,17.0,1852.0,2.9,530.0,530.0
630,700.0,Cuny York College,City: Large,Mid East,Public,20.0,1107.0,,490.0,480.0
631,700.0,Daemen College,Suburb: Large,Mid East,Private not-for-profit independent,12.0,338.0,3.6,,
632,700.0,Elmira College,City: Small,Mid East,Private not-for-profit independent,11.0,206.0,3.2,,
633,700.0,Florida Atlantic University,City: Small,Southeast,Public,21.0,3158.0,3.7,590.0,570.0
634,700.0,Keuka College,Town: Distant,Mid East,Private not-for-profit independent,8.0,330.0,,,
635,700.0,Catawba College,Suburb: Midsize,Southeast,Private not-for-profit independent,12.0,335.0,,520.0,505.0
636,700.0,Viterbo University,City: Small,Great Lakes,Private not-for-profit religious,11.0,292.0,3.6,590.0,630.0
637,700.0,Southern Connecticut State University,City: Midsize,New England,Public,14.0,1506.0,3.0,525.0,500.0
638,700.0,Appalachian State University,Town: Distant,Southeast,Public,16.0,3440.0,4.0,600.0,585.0
639,700.0,The College Of Saint Rose,City: Small,Mid East,Private not-for-profit independent,14.0,615.0,3.3,,
640,700.0,Suny Buffalo State,City: Large,Mid East,Public,15.0,1741.0,3.0,455.0,495.0
641,700.0,Suny At Fredonia,Town: Distant,Mid East,Public,14.0,1175.0,3.2,540.0,530.0
642,700.0,Suny Oneonta,Town: Remote,Mid East,Public,18.0,1324.0,3.4,525.0,520.0
643,700.0,Eastern Connecticut State University,Town: Fringe,New England,Public,15.0,966.0,3.2,,
644,700.0,Suny Maritime College,City: Large,Mid East,Public,15.0,351.0,3.3,577.5,590.0
645,700.0,University Of North Carolina At Asheville,City: Small,Southeast,Public,13.0,783.0,3.4,590.0,565.0
646,700.0,North Carolina Central University,City: Large,Southeast,Public,16.0,1126.0,3.2,490.0,485.0
647,700.0,University Of Wisconsin-Eau Claire,City: Small,Great Lakes,Public,23.0,2451.0,3.5,,
648,700.0,Carroll University,City: Small,Great Lakes,Private not-for-profit religious,14.0,711.0,3.4,575.0,565.0
649,700.0,Centenary University,Suburb: Large,Mid East,Private not-for-profit religious,13.0,224.0,,495.0,485.0
650,700.0,University Of North Carolina Wilmington,City: Midsize,Southeast,Public,17.0,2143.0,4.0,630.0,625.0
651,700.0,Concordia College-New York,Suburb: Large,Mid East,Private not-for-profit religious,10.0,162.0,,515.0,520.0
652,700.0,New Jersey City University,City: Large,Mid East,Public,13.0,959.0,2.9,480.0,475.0
653,700.0,Kean University,Suburb: Large,Mid East,Public,17.0,1781.0,3.0,495.0,490.0
654,700.0,Emmanuel College,Town: Distant,Southeast,Private not-for-profit religious,13.0,246.0,3.4,530.0,510.0
655,700.0,Emmanuel College,City: Large,New England,Private not-for-profit religious,13.0,596.0,3.4,605.0,585.0
656,700.0,Caldwell University,Suburb: Large,Mid East,Private not-for-profit religious,13.0,494.0,3.3,529.0,525.0
657,700.0,Ramapo College Of New Jersey,Suburb: Large,Mid East,Public,16.0,944.0,3.4,575.0,570.0
658,700.0,Dallas Baptist University,City: Large,Southwest,Private not-for-profit religious,13.0,535.0,3.5,605.0,575.0
659,700.0,Georgian Court University,City: Small,Mid East,Private not-for-profit religious,12.0,280.0,3.4,517.5,515.0
660,700.0,Covenant College,Rural: Fringe,Southeast,Private not-for-profit religious,13.0,251.0,3.7,635.0,600.0
661,700.0,University Of New Hampshire At Manchester,City: Midsize,New England,Public,10.0,93.0,,560.0,550.0
662,700.0,William Paterson University Of New Jersey,Suburb: Large,Mid East,Public,14.0,1698.0,3.1,500.0,490.0
663,700.0,Clark Atlanta University,City: Large,Southeast,Private not-for-profit religious,19.0,918.0,3.3,530.0,500.0
664,700.0,Cazenovia College,Town: Fringe,Mid East,Private not-for-profit independent,10.0,244.0,3.1,,
665,700.0,Franklin Pierce University,Rural: Fringe,New England,Private not-for-profit independent,12.0,455.0,2.9,520.0,530.0
666,700.0,Pfeiffer University,Rural: Distant,Southeast,Private not-for-profit religious,10.0,308.0,3.2,510.0,505.0
667,700.0,Carthage College,Suburb: Midsize,Great Lakes,Private not-for-profit religious,12.0,761.0,3.3,560.0,575.0
668,931.0,University Of Wisconsin-Green Bay,City: Midsize,Great Lakes,Public,23.0,1171.0,3.3,,
669,931.0,Middle Tennessee State University,City: Midsize,Southeast,Public,17.0,2862.0,3.5,575.0,555.0
670,931.0,Coastal Carolina University,City: Small,Southeast,Public,16.0,2313.0,3.6,555.0,545.0
671,931.0,University Of Wisconsin-Oshkosh,City: Small,Great Lakes,Public,22.0,2290.0,3.3,,
672,931.0,Kennesaw State University,Suburb: Large,Southeast,Public,21.0,4658.0,3.4,595.0,580.0
673,931.0,Trevecca Nazarene University,City: Large,Southeast,Private not-for-profit religious,20.0,380.0,3.4,575.0,550.0
674,931.0,Alderson Broaddus University,Town: Distant,Southeast,Private not-for-profit religious,14.0,256.0,3.2,505.0,505.0
675,931.0,Norfolk State University,City: Midsize,Southeast,Public,16.0,1065.0,2.9,480.0,465.0
676,931.0,Tennessee Technological University,Town: Remote,Southeast,Public,18.0,1874.0,3.6,575.0,580.0
677,931.0,University Of Wisconsin-Parkside,Suburb: Midsize,Great Lakes,Public,19.0,604.0,3.1,,
678,931.0,University Of South Florida-St Petersburg,City: Large,Southeast,Public,18.0,536.0,3.7,610.0,565.0
679,931.0,The University Of Tennessee-Martin,Town: Remote,Southeast,Public,15.0,1124.0,3.5,,
680,931.0,Northwest University,Suburb: Large,Far West,Private not-for-profit religious,12.0,224.0,,575.0,552.5
681,931.0,The Evergreen State College,Suburb: Midsize,Far West,Public,21.0,302.0,3.1,,
682,931.0,Florida Gulf Coast University,Suburb: Large,Southeast,Public,22.0,2833.0,3.9,580.0,555.0
683,931.0,Cardinal Stritch University,Suburb: Large,Great Lakes,Private not-for-profit religious,8.0,156.0,3.2,467.0,480.5
684,931.0,Concordia University Texas,City: Large,Southwest,Private not-for-profit religious,12.0,213.0,3.3,530.0,525.0
685,931.0,Longwood University,Town: Remote,Southeast,Public,14.0,1003.0,3.4,545.0,520.0
686,931.0,University Of Houston-Downtown,City: Large,Southwest,Public,18.0,974.0,,505.0,505.0
687,931.0,Austin Peay State University,City: Midsize,Southeast,Public,18.0,1819.0,3.3,545.5,522.5
688,931.0,Lubbock Christian University,City: Large,Southwest,Private not-for-profit religious,13.0,293.0,3.6,550.0,532.5
689,931.0,Our Lady Of The Lake University,City: Large,Southwest,Private not-for-profit religious,11.0,373.0,3.5,505.0,490.0
690,931.0,Lakeland University,Rural: Fringe,Great Lakes,Private not-for-profit religious,13.0,217.0,3.0,490.0,485.0
691,931.0,Cumberland University,Town: Fringe,Southeast,Private not-for-profit independent,17.0,601.0,3.3,505.0,505.0
692,931.0,Tarleton State University,Town: Remote,Southwest,Public,19.0,2045.0,,530.0,520.0
693,931.0,West Liberty University,Rural: Fringe,Southeast,Public,13.0,468.0,3.4,545.0,515.0
694,931.0,Texas Southern University,City: Large,Southwest,Public,18.0,1503.0,2.8,460.0,450.0
695,931.0,Shepherd University,Town: Fringe,Southeast,Public,16.0,584.0,3.4,540.0,525.0
696,931.0,Black Hills State University,Town: Distant,Plains,Public,18.0,444.0,3.1,545.0,524.0
697,931.0,University Of Wisconsin-Whitewater,Town: Distant,Great Lakes,Public,20.0,2119.0,3.3,,
698,931.0,East Tennessee State University,City: Small,Southeast,Public,16.0,1960.0,3.4,540.0,535.0
699,931.0,Marshall University,City: Small,Southeast,Public,18.0,1668.0,3.5,525.0,495.0
700,931.0,Southern Utah University,Town: Remote,Rocky Mountains,Public,19.0,2041.0,3.5,575.0,555.0
701,931.0,University Of Wisconsin-River Falls,Town: Distant,Great Lakes,Public,22.0,1293.0,3.4,,
702,931.0,Utah State University,City: Small,Rocky Mountains,Public,20.0,4086.0,3.6,590.0,580.0
703,931.0,Fairmont State University,Town: Distant,Southeast,Public,16.0,821.0,3.3,510.0,485.0
704,931.0,Freed-Hardeman University,Town: Distant,Southeast,Private not-for-profit religious,13.0,308.0,3.6,610.0,545.0
705,931.0,Lee University,City: Small,Southeast,Private not-for-profit religious,16.0,875.0,3.7,555.0,535.0
706,931.0,University Of Sioux Falls,City: Midsize,Plains,Private not-for-profit religious,16.0,303.0,3.4,570.0,550.0
707,931.0,Ferrum College,Rural: Distant,Southeast,Private not-for-profit religious,13.0,425.0,2.9,486.5,475.0
708,931.0,Angelo State University,City: Midsize,Southwest,Public,20.0,1517.0,3.3,510.0,505.0
709,931.0,Concord University,Town: Distant,Southeast,Public,15.0,428.0,3.4,515.0,505.0
710,931.0,University Of Wisconsin-Platteville,Town: Distant,Great Lakes,Public,21.0,1605.0,3.4,,
711,931.0,The University Of Tennessee-Chattanooga,City: Midsize,Southeast,Public,19.0,2245.0,3.5,560.0,540.0
712,931.0,Bloomfield College,Suburb: Large,Mid East,Private not-for-profit religious,14.0,390.0,2.7,480.0,480.0
713,931.0,Lander University,Town: Distant,Southeast,Public,16.0,870.0,3.7,525.0,500.0
714,931.0,Morehead State University,Town: Remote,Southeast,Public,18.0,1465.0,3.5,,
715,931.0,Eastern Kentucky University,Town: Distant,Southeast,Public,15.0,2368.0,3.3,555.0,550.0
716,931.0,University Of The Cumberlands,Town: Remote,Southeast,Private not-for-profit religious,15.0,466.0,3.5,537.5,550.0
717,931.0,Campbellsville University,Town: Distant,Southeast,Private not-for-profit religious,13.0,640.0,3.3,505.0,541.5
718,931.0,Wichita State University,City: Large,Plains,Public,19.0,1648.0,3.4,585.0,585.0
719,931.0,Pittsburg State University,Town: Distant,Plains,Public,17.0,957.0,3.3,,
720,931.0,Newman University,City: Large,Plains,Private not-for-profit religious,11.0,180.0,3.6,545.0,545.0
721,931.0,Emporia State University,Town: Remote,Plains,Public,17.0,656.0,3.4,512.5,526.5
722,931.0,William Penn University,Town: Remote,Plains,Private not-for-profit religious,16.0,281.0,2.9,,
723,931.0,Grand View University,City: Midsize,Plains,Private not-for-profit religious,12.0,328.0,3.3,505.0,510.0
724,931.0,Indiana State University,City: Small,Great Lakes,Public,20.0,2387.0,3.2,515.0,500.0
725,931.0,University Of Southern Indiana,Suburb: Midsize,Great Lakes,Public,16.0,1627.0,3.4,540.0,540.0
726,931.0,Grace College And Theological Seminary,Town: Distant,Great Lakes,Private not-for-profit religious,19.0,316.0,3.6,575.0,560.0
727,931.0,Quincy University,Town: Remote,Great Lakes,Private not-for-profit religious,14.0,261.0,3.3,535.0,515.0
728,931.0,Northern Kentucky University,Suburb: Large,Southeast,Public,19.0,1946.0,3.5,560.0,550.0
729,931.0,Olivet Nazarene University,Suburb: Small,Great Lakes,Private not-for-profit religious,16.0,692.0,3.5,565.0,545.0
730,931.0,Western Kentucky University,City: Small,Southeast,Public,18.0,2889.0,3.4,550.0,535.0
731,931.0,Mcneese State University,City: Small,Southeast,Public,20.0,1354.0,3.5,530.0,525.0
732,931.0,Nichols College,Suburb: Large,New England,Private not-for-profit independent,17.0,353.0,3.0,,
733,931.0,Newbury College,Suburb: Large,New England,Private not-for-profit independent,13.0,194.0,2.5,,
734,931.0,Framingham State University,City: Small,New England,Public,14.0,756.0,3.0,525.0,520.0
735,931.0,Fitchburg State University,Suburb: Midsize,New England,Public,14.0,713.0,3.0,540.0,535.0
736,931.0,Bridgewater State University,Suburb: Large,New England,Public,19.0,1481.0,3.1,540.0,530.0
737,931.0,Frostburg State University,Suburb: Small,Mid East,Public,15.0,735.0,3.2,515.0,505.0
738,931.0,Coppin State University,City: Large,Mid East,Public,13.0,389.0,2.6,485.0,470.0
739,931.0,Bowie State University,Suburb: Large,Mid East,Public,16.0,898.0,2.5,,
740,931.0,University Of Southern Maine,City: Small,New England,Public,13.0,391.0,3.2,535.0,510.0
741,931.0,University Of Maine At Farmington,Town: Remote,New England,Public,12.0,390.0,3.1,,
742,931.0,University Of Louisiana At Lafayette,City: Midsize,Southeast,Public,19.0,2721.0,3.3,575.0,565.0
743,931.0,Southeastern Louisiana University,City: Small,Southeast,Public,20.0,2004.0,3.3,,
744,931.0,University Of Louisiana At Monroe,City: Small,Southeast,Public,20.0,1213.0,3.4,,
745,931.0,Nicholls State University,City: Small,Southeast,Public,19.0,1291.0,3.2,485.0,495.0
746,931.0,University Of New Orleans,City: Large,Southeast,Public,19.0,1003.0,3.2,590.0,565.0
747,931.0,Louisiana Tech University,Town: Distant,Southeast,Public,23.0,2181.0,3.7,445.0,475.0
748,931.0,Columbia College Chicago,City: Large,Great Lakes,Private not-for-profit independent,13.0,1296.0,3.3,,
749,931.0,Aurora University,Suburb: Large,Great Lakes,Private not-for-profit independent,19.0,762.0,3.4,535.0,525.0
750,931.0,Lewis-Clark State College,City: Small,Rocky Mountains,Public,12.0,472.0,3.1,505.0,495.0
751,931.0,Adams State University,Town: Remote,Rocky Mountains,Public,12.0,412.0,3.2,495.0,480.0
752,931.0,Pacific Union College,Rural: Fringe,Far West,Private not-for-profit religious,12.0,163.0,,545.0,525.0
753,931.0,Henderson State University,Town: Distant,Southeast,Public,14.0,842.0,3.2,529.0,525.0
754,931.0,University Of Central Arkansas,City: Small,Southeast,Public,15.0,2023.0,3.5,530.0,540.0
755,931.0,Arkansas Tech University,Town: Remote,Southeast,Public,18.0,1633.0,3.3,,
756,931.0,University Of Alaska Anchorage,City: Large,Far West,Public,14.0,1150.0,,,
757,931.0,Oakwood University,City: Midsize,Southeast,Private not-for-profit religious,11.0,316.0,3.0,425.0,551.0
758,931.0,University Of North Alabama,City: Small,Southeast,Public,19.0,987.0,3.4,560.0,540.0
759,931.0,University Of Montevallo,Suburb: Large,Southeast,Public,13.0,488.0,3.6,,
760,931.0,University Of West Alabama,Rural: Remote,Southeast,Public,14.0,413.0,,480.0,460.0
761,931.0,Jacksonville State University,City: Small,Southeast,Public,18.0,1060.0,3.4,445.0,475.0
762,931.0,Huntingdon College,City: Midsize,Southeast,Private not-for-profit religious,14.0,248.0,,540.0,534.0
763,931.0,Faulkner University,City: Midsize,Southeast,Private not-for-profit religious,12.0,253.0,3.4,530.0,575.0
764,931.0,Auburn University At Montgomery,City: Midsize,Southeast,Public,17.0,730.0,3.4,540.0,525.0
765,931.0,Alabama State University,City: Midsize,Southeast,Public,15.0,1025.0,3.1,480.0,465.0
766,931.0,University Of Colorado Colorado Springs,City: Large,Rocky Mountains,Public,18.0,1943.0,3.4,560.0,550.0
767,931.0,Colorado Mesa University,City: Small,Rocky Mountains,Public,20.0,1931.0,3.1,500.0,495.0
768,931.0,Metropolitan State University Of Denver,City: Large,Rocky Mountains,Public,17.0,2037.0,3.0,510.0,495.0
769,931.0,University Of Northern Colorado,City: Midsize,Rocky Mountains,Public,17.0,1939.0,3.4,555.0,535.0
